date,no2Value,longitude,latitude,regionName,day,month,year,weekday
2019-10-01,0.1222658440830061,77.30505,28.64684584,Delhi,1,10,2019,1
2019-10-02,0.1396522714526079,77.30505,28.64684584,Delhi,2,10,2019,2
2019-10-03,0.1575995513180033,77.30505,28.64684584,Delhi,3,10,2019,3
2019-10-04,0.1217049915872125,77.30505,28.64684584,Delhi,4,10,2019,4
2019-10-05,0.15086932136848,77.30505,28.64684584,Delhi,5,10,2019,5
2019-10-06,0.1542344363432417,77.30505,28.64684584,Delhi,6,10,2019,6
2019-10-07,0.1043746494671901,77.30505,28.64684584,Delhi,7,10,2019,0
2019-10-08,0.1340437464946718,77.30505,28.64684584,Delhi,8,10,2019,1
2019-10-09,0.1845204711160964,77.30505,28.64684584,Delhi,9,10,2019,2
2019-10-10,0.154056833052907,77.30505,28.64684584,Delhi,10,10,2019,3
2019-10-11,0.1991026360067302,77.30505,28.64684584,Delhi,11,10,2019,4
2019-10-12,0.1407739764441951,77.30505,28.64684584,Delhi,12,10,2019,5
2019-10-13,0.1615255187885586,77.30505,28.64684584,Delhi,13,10,2019,6
2019-10-14,0.160964666292765,77.30505,28.64684584,Delhi,14,10,2019,0
2019-10-15,0.2159282108805384,77.30505,28.64684584,Delhi,15,10,2019,1
2019-10-16,0.1811553561413348,77.30505,28.64684584,Delhi,16,10,2019,2
2019-10-17,0.1217049915872125,77.30505,28.64684584,Delhi,17,10,2019,3
2019-10-18,0.1144139091418956,77.30505,28.64684584,Delhi,18,10,2019,4
2019-10-19,0.1564778463264161,77.30505,28.64684584,Delhi,19,10,2019,5
2019-10-20,0.1475042063937184,77.30505,28.64684584,Delhi,20,10,2019,6
2019-10-21,0.145260796410544,77.30505,28.64684584,Delhi,21,10,2019,0
2019-10-22,0.1564778463264161,77.30505,28.64684584,Delhi,22,10,2019,1
2019-10-23,0.1402131239484015,77.30505,28.64684584,Delhi,23,10,2019,2
2019-10-24,0.2226584408300617,77.30505,28.64684584,Delhi,24,10,2019,3
2019-10-25,0.1632080762759394,77.30505,28.64684584,Delhi,25,10,2019,4
2019-10-26,0.1901289960740325,77.30505,28.64684584,Delhi,26,10,2019,5
2019-10-27,0.1160964666292765,77.30505,28.64684584,Delhi,27,10,2019,6
2019-10-28,0.1172181716208637,77.30505,28.64684584,Delhi,28,10,2019,0
2019-10-29,0.1710600112170499,77.30505,28.64684584,Delhi,29,10,2019,1
2019-10-30,0.1127313516545148,77.30505,28.64684584,Delhi,30,10,2019,2
2019-10-31,0.1250701065619742,77.30505,28.64684584,Delhi,31,10,2019,3
2019-11-01,0.160964666292765,77.30505,28.64684584,Delhi,1,11,2019,4
2019-11-02,0.2462142456533931,77.30505,28.64684584,Delhi,2,11,2019,5
2019-11-03,0.1278743690409422,77.30505,28.64684584,Delhi,3,11,2019,6
2019-11-04,0.1183398766124509,77.30505,28.64684584,Delhi,4,11,2019,0
2019-11-05,0.1362871564778463,77.30505,28.64684584,Delhi,5,11,2019,1
2019-11-06,0.1890072910824453,77.30505,28.64684584,Delhi,6,11,2019,2
2019-11-07,0.1492802392970275,77.30505,28.64684584,Delhi,7,11,2019,3
2019-11-08,0.197980931015143,77.30505,28.64684584,Delhi,8,11,2019,4
2019-11-09,0.126752664049355,77.30505,28.64684584,Delhi,9,11,2019,5
2019-11-10,0.1273135165451486,77.30505,28.64684584,Delhi,10,11,2019,6
2019-11-11,0.1441390914189568,77.30505,28.64684584,Delhi,11,11,2019,0
2019-11-12,0.1396522714526079,77.30505,28.64684584,Delhi,12,11,2019,1
2019-11-13,0.1462890259861469,77.30505,28.64684584,Delhi,13,11,2019,2
2019-11-14,0.1749859786874929,77.30505,28.64684584,Delhi,14,11,2019,3
2019-11-15,0.145260796410544,77.30505,28.64684584,Delhi,15,11,2019,4
2019-11-16,0.1463825014021312,77.30505,28.64684584,Delhi,16,11,2019,5
2019-11-17,0.1104879416713404,77.30505,28.64684584,Delhi,17,11,2019,6
2019-11-18,0.182277061132922,77.30505,28.64684584,Delhi,18,11,2019,0
2019-11-19,0.1424565339314638,77.30505,28.64684584,Delhi,19,11,2019,1
2019-11-20,0.2641615255187886,77.30505,28.64684584,Delhi,20,11,2019,2
2019-11-21,0.266217984670013,77.30505,28.64684584,Delhi,21,11,2019,3
2019-11-22,0.2373963980806163,77.30505,28.64684584,Delhi,22,11,2019,4
2019-11-23,0.2402266259529231,77.30505,28.64684584,Delhi,23,11,2019,5
2019-11-24,0.1542344363432417,77.30505,28.64684584,Delhi,24,11,2019,6
2019-11-25,0.2529444756029164,77.30505,28.64684584,Delhi,25,11,2019,0
2019-11-26,0.266404935501963,77.30505,28.64684584,Delhi,26,11,2019,1
2019-11-27,0.2473359506449804,77.30505,28.64684584,Delhi,27,11,2019,2
2019-11-28,0.1071228266965788,77.30505,28.64684584,Delhi,28,11,2019,3
2019-11-29,0.1149747616376892,77.30505,28.64684584,Delhi,29,11,2019,4
2019-11-30,0.1374088614694335,77.30505,28.64684584,Delhi,30,11,2019,5
2019-12-01,0.1497476163768928,77.30505,28.64684584,Delhi,1,12,2019,6
2019-12-02,0.1643297812675266,77.30505,28.64684584,Delhi,2,12,2019,0
2019-12-03,0.1733034212002243,77.30505,28.64684584,Delhi,3,12,2019,1
2019-12-04,0.2744438212750046,77.30505,28.64684584,Delhi,4,12,2019,2
